Artist,Streams,Tracks,Genres
Tion Wayne,3395179,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], Body, Night Away (Dance) (feat. Tion Wayne), Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], Body (Remix) [feat. Capo Plaza & Rondodasosa]","london rap, uk hip hop"
Russ Millions,3369356,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], Body, Reggae & Calypso (Russ Millions x Buni x YV), Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], Body (Remix) [feat. Capo Plaza & Rondodasosa]","melodic drill, uk drill"
ArrDee,3280569,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], Flowers (Say My Name), Oliver Twist, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], War",uk hip hop
Bugzy Malone,2268424,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","grime, manchester hip hop, uk hip hop"
Buni,2565036,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], Reggae & Calypso (Russ Millions x Buni x YV), Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",uk drill
Fivio Foreign,4374561,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], Paris to Tokyo, Headshot (feat. Polo G & Fivio Foreign), City of Gods, Headshot (feat. Polo G & Fivio Foreign), Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], Clueless (with Pop Smoke & Fivio Foreign), Not In The Mood (feat. Fivio Foreign & Kay Flock)","brooklyn drill, new york drill, trap"
Darkoo,2268424,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo], Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","afrobeats, afroswing, london rap, uk hip hop"
Boza,4079970,"Hecha Pa' Mi, Ella - Remix, Ella - Remix, Ella, Perreito Salvaje, En La Luna","panamanian pop, reggaeton, urbano latino"
Beéle,3590946,"Fantasi, Ella - Remix, Ella - Remix, Aloha, Inolvidable","reggaeton colombiano, trap latino, urbano latino"
Ed Sheeran,18903253,"Bad Habits, Shivers, Bad Habits, Shivers, Overpass Graffiti, Merry Christmas, Visiting Hours, Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault), Sigue, Bam Bam (feat. Ed Sheeran), Afterglow, Bam Bam (feat. Ed Sheeran), The Joker And The Queen (feat. Taylor Swift), Visiting Hours, Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version), First Times, Tides, 2step, Perfect, Collide, Leave Your Life, I Don't Care (with Justin Bieber), The Joker And The Queen, Stop The Rain, Shape of You, Love In Slow Motion, Thinking out Loud, 2step (feat. Lil Baby), Beautiful People (feat. Khalid), Sandman, Photograph, Be Right Now, Peru, Bad Habits (feat. Bring Me The Horizon), Shivers (feat. FEDUK & SLAVA MARLOW)","pop, singer-songwriter pop, uk pop"
Mariah Carey,2648229,"All I Want for Christmas Is You, Christmas (Baby Please Come Home), Big Energy (feat. DJ Khaled) - Remix, Oh Santa! (feat. Ariana Grande & Jennifer Hudson)","dance pop, pop, urban contemporary"
Travis Scott,5329743,"Fair Trade (with Travis Scott), Goosebumps - Remix, ESCAPE PLAN, MAFIA, Bubbly (with Drake & Travis Scott), goosebumps, durag activity (with Travis Scott), SICKO MODE, HIGHEST IN THE ROOM, Flocky Flocky (feat. Travis Scott), Diamonds Dancing (feat. Travis Scott)","hip hop, rap, slap house"
Daniel Caesar,1878975,Peaches (feat. Daniel Caesar & Giveon),canadian contemporary r&b
Giveon,3977141,"Peaches (feat. Daniel Caesar & Giveon), In The Bible (with Lil Durk & Giveon), Heartbreak Anniversary",r&b
Lil Tjay,5687897,"Calling My Phone, Calling My Phone, In My Head, Headshot (feat. Polo G & Fivio Foreign), Headshot (feat. Polo G & Fivio Foreign), Mood Swings (feat. Lil Tjay), Genius (feat. Lil Tjay & Swae Lee), F.N, Not In The Mood (feat. Fivio Foreign & Kay Flock), [The Jackie] (with J. Cole & Lil Tjay), Run It Up (feat. Offset & Moneybagg Yo)","brooklyn drill, melodic rap, nyc rap, rap"
6LACK,3452042,"Calling My Phone, Calling My Phone, l e t . g o . m y . h a n d (with Bas & 6LACK)","atl hip hop, melodic rap, r&b, rap, trap"
Callejero Fino,7130043,"Tu Turrito, Pa Tra Rkt, Pa Tra Rkt - Remix, Tamo Chelo - Remix, Fua Mi Amor, Pide - Remix, Chetos Vs. Turros, Castigo, Piola",rkt
ROSALÍA,5597941,"LA NOCHE DE ANOCHE, Relación - Remix, LA FAMA (with The Weeknd), SAOKO, SAOKO, Linda, Lo Vas A Olvidar (with ROSALÍA), CANDY, LA FAMA (with The Weeknd), BIZCOCHITO","pop, r&b en espanol"
Migrantes,4791707,"Si Me Tomo Una Cerveza, Si Me Tomo una Cerveza - Remix, Noche de Party, Hoy Volvi a Verte - Remix, Lado Triste - Remix, Superclásico, Lado Triste, No Bailo Pa Ti",cumbia pop
DJ Tao,5914693,"KALEB DI MASI | DJ TAO Turreo Sessions #5, KALEB DI MASI | DJ TAO Turreo Sessions #5, Matatan - Remix, EL NOBA | DJ TAO Turreo Sessions #7, LA JOAQUI | DJ TAO Turreo Sessions #6, De Lao A Lao: Turreo Sessions #5 - Remix, ECKO | DJ TAO TURREO session #1, EL TIRRI | DJ TAO Turreo Sessions #8, L-Gante RKT - Remix, Funky De Antes (feat. Ecko, Marcianeke & DJ Tao) - Remix, MESITA | DJ TAO Turreo Sessions #3",cumbia 420
Doja Cat,15596994,"Kiss Me More (feat. SZA), Kiss Me More (feat. SZA), Need to Know, Vegas (From the Original Motion Picture Soundtrack ELVIS), I Like You (A Happier Song) (with Doja Cat), Streets, You Right, Ain't Shit, Woman, Best Friend (feat. Doja Cat), Need to Know, Get Into It (Yuh), Freaky Deaky, I Don't Do Drugs (feat. Ariana Grande), SCOOP (feat. Doja Cat), 34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix, Best Friend (feat. Doja Cat), Dick (feat. Doja Cat), 34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix, Del Mar, motive (with Doja Cat), Boss Bitch, Been Like This, Naked","dance pop, pop"
SZA,5477352,"Kiss Me More (feat. SZA), Kiss Me More (feat. SZA), Good Days, I Hate U, No Love (with SZA)","pop, r&b, rap"
YSY A,4555467,"YSY A: Bzrp Music Sessions, Vol. 37, Pintao, Teca (Remix) [feat. Neo Pistea, Midel, Rei & Zecca], Vamo a Darle, El Amanecer, Casi un G, #Ysya2020 Vol. 6 - Un Flow de Infarto","argentine hip hop, trap argentino"
Anuel AA,10496372,"Anuel AA: Bzrp Music Sessions, Vol. 46, Fiel - Remix, Reloj, La Llevo Al Cielo (Ft. Ñengo Flow), Ley Seca, Antes, Súbelo, Súbelo, La Jeepeta - Remix, Dictadura, LOCATION, LOCATION, 100, Dictadura, Hasta Que Dios Diga, 23 Preguntas, Leyenda, Don Don","reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino"
Locura Mix,2995824,"Turraka - Remix, Chetos Vs. Turros, Turraka - Remix, Salimo en Caravana, Un Latigazo - Remix","cumbia 420, previa, rkt"
Cazzu,5928389,"Animal, Maléfica, Matatan - Remix, TURRA, Dime Dónde, Maléfica, Animal, Las Nenas (feat. La Duraca), Toda Remix - Remix","argentine hip hop, rap latina, reggaeton, trap argentino, trap latino, urbano latino"
Eladio Carrion,3120693,"Eladio Carrion: Bzrp Music Sessions, Vol. 40, Nota, Sin Frenos, Tussi, No Puede Ser - with Eladio Carrion","trap boricua, trap latino, trap triste, urbano latino"
Elton John,6537689,"Cold Heart - PNAU Remix, Cold Heart - PNAU Remix, Merry Christmas, Cold Heart - PNAU Remix, Step Into Christmas, ONE OF ME (feat. Elton John), Rocket Man (I Think It's Going To Be A Long, Long Time), Tiny Dancer, I'm Still Standing","glam rock, mellow gold, piano rock, rock"
Dua Lipa,10659612,"Cold Heart - PNAU Remix, Cold Heart - PNAU Remix, Levitating (feat. DaBaby), Cold Heart - PNAU Remix, We're Good, UN DIA (ONE DAY) (Feat. Tainy), Prisoner (feat. Dua Lipa), Sweetest Pie, Potion (with Dua Lipa & Young Thug), Don't Start Now, Demeanor (feat. Dua Lipa), Love Again, One Kiss (with Dua Lipa), Break My Heart, Levitating, UN DIA (ONE DAY)","dance pop, pop, uk pop"
PNAU,4177213,"Cold Heart - PNAU Remix, Cold Heart - PNAU Remix, Cold Heart - PNAU Remix","alternative dance, aussietronica, australian dance, australian electropop"
Ozuna,7198094,"Nos Comemos (feat. Ozuna), Una Locura, Despeinada, Travesuras - Remix, Caramelo, Antes, Emojis de Corazones (feat. Los Legendarios), Deprimida, 100, Del Mar, Caramelo - Remix, Diles, Tiempo","puerto rican pop, reggaeton, trap latino, urbano latino"
Lil Nas X,12472219,"MONTERO (Call Me By Your Name), INDUSTRY BABY (feat. Jack Harlow), MONTERO (Call Me By Your Name), INDUSTRY BABY (feat. Jack Harlow), THATS WHAT I WANT, MONTERO (Call Me By Your Name), SCOOP (feat. Doja Cat), Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again), DOLLA SIGN SLIME (feat. Megan Thee Stallion), HOLIDAY, SUN GOES DOWN, SUN GOES DOWN, DEAD RIGHT NOW, LOST IN THE CITADEL, TALES OF DOMINICA, ONE OF ME (feat. Elton John), DONT WANT IT, AM I DREAMING (feat. Miley Cyrus)",lgbtq+ hip hop
Marama,2368231,"Ya No Llora, Noche Loca, No Quiero Verte",cumbia pop
Taylor Swift,24800296,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault), All Too Well (Taylor's Version), Red (Taylor's Version), Mr. Perfectly Fine (Taylor’s Version) (From The Vault), Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault), I Knew You Were Trouble (Taylor's Version), Love Story (Taylor’s Version), 22 (Taylor's Version), willow, State Of Grace (Taylor's Version), Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault), The Joker And The Queen (feat. Taylor Swift), We Are Never Ever Getting Back Together (Taylor's Version), Treacherous (Taylor's Version), Wildest Dreams (Taylor's Version), Message In A Bottle (Taylor's Version) (From The Vault), Enchanted, You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault), Don’t Blame Me, I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault), Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version), Love Story (Taylor’s Version), The Very First Night (Taylor's Version) (From The Vault), I Almost Do (Taylor's Version), Better Man (Taylor's Version) (From The Vault), Stay Stay Stay (Taylor's Version), The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version), Babe (Taylor's Version) (From The Vault), Holy Ground (Taylor's Version), This Love (Taylor’s Version), You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault), Begin Again (Taylor's Version), You Belong With Me (Taylor’s Version), Fearless (Taylor’s Version), The Lucky One (Taylor's Version), Forever Winter (Taylor's Version) (From The Vault), Starlight (Taylor's Version), Sad Beautiful Tragic (Taylor's Version), Come Back...Be Here (Taylor's Version), The Moment I Knew (Taylor's Version), Girl At Home (Taylor's Version), Fifteen (Taylor’s Version), Blank Space, State Of Grace (Acoustic Version) (Taylor's Version), Wildest Dreams, Hey Stephen (Taylor’s Version), The Way I Loved You (Taylor’s Version), Ronan (Taylor's Version), That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault), Shake It Off, exile (feat. Bon Iver), White Horse (Taylor’s Version), Forever & Always (Taylor’s Version), Breathe (feat. Colbie Caillat) (Taylor’s Version), Renegade (feat. Taylor Swift), Cruel Summer, Christmas Tree Farm",pop
Ingratax,1674579,París,"concurso de talentos argentino, urbano mexicano"
Aventura,1664282,Volví,"bachata, bachata dominicana, latin hip hop, latin pop, tropical, urbano latino"
Villano Antillano,1636743,"Villano Antillano: Bzrp Music Sessions, Vol. 51","rap boricua, urbano latino"
Polo G,9985052,"RAPSTAR, NOT SOBER (feat. Polo G & Stunna Gambino), Better Days (NEIKED x Mae Muller x Polo G), RAPSTAR, No Return (with The Kid LAROI & Lil Durk), Martin & Gina, Bad Man (Smooth Criminal), Headshot (feat. Polo G & Fivio Foreign), Patience (feat. YUNGBLUD & Polo G), GANG GANG (with Lil Wayne), Headshot (feat. Polo G & Fivio Foreign), Feline (with Polo G & Trippie Redd), Bad Man (Smooth Criminal), Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage, Distraction, GANG GANG (with Lil Wayne), Black Hearted, Party Lyfe (with DaBaby), Clueless (with Pop Smoke & Fivio Foreign), Painting Pictures","chicago rap, rap"
Camilo,15558879,"Ropa Cara, BEBÉ, Índigo, BEBÉ, Vida de Rico, Ropa Cara, Machu Picchu, Vida de Rico, Despeinada, Tattoo - Remix with Camilo, KESI - Remix, Favorito, Pegao, Millones, Buenos Días, Si Me Dices Que Sí, El Mismo Aire - con Pablo Alborán, 999 (with Camilo), Por Primera Vez, Tutu, Machu Picchu, KESI","colombian pop, latin pop, reggaeton colombiano"
Wham!,1624285,Last Christmas,"new romantic, new wave, new wave pop, soft rock"
Michael Bublé,7145730,"It's Beginning to Look a Lot like Christmas, Holly Jolly Christmas, Jingle Bells (feat. The Puppini Sisters), Baby It's Cold Outside (duet with Michael Bublé), Have Yourself a Merry Little Christmas, I'll Be Home for Christmas, Santa Claus Is Coming to Town, All I Want for Christmas Is You, White Christmas (with Shania Twain), Silent Night, Cold December Night, Blue Christmas, Christmas (Baby Please Come Home), White Christmas, Let It Snow! - 10th Anniversary, The Christmas Sweater","adult standards, canadian pop, jazz pop, lounge"
Perro Primo,3370603,"Yendo No, Llegando, TRUCHO, LOGI, Remake",cumbia 420
EL NOBA,6234231,"Yendo No, Llegando, TRUCHO, Tamo Chelo, Tamo Chelo - Remix, EL NOBA | DJ TAO Turreo Sessions #7, TEKA | E6, Salimo en Caravana, Tamo Chelo, Del Año",cumbia 420
R Jota,1595690,"Yendo No, Llegando",previa
DT.Bilardo,9328393,"Yendo No, Llegando, Pistola Remix, Pistola, Tamo Chelo - Remix, Tinty Nasty, Malianteo 420, Titubeo, EL NOBA | DJ TAO Turreo Sessions #7, International Love 420, El Mas Piola, Malianteo 420 (Volumen 2), Tu Reo, Clandestina 420, Visionario, Vino y Pomelo",cumbia 420
Los Ángeles Azules,1591807,Otra Noche,"gruperas inmortales, musica mexicana, nu-cumbia, ranchera, tropical"
Pusho DJ,1867351,"Pa Tra Rkt, Piola",cumbia 420
Alan Gomez,7498286,"Matatan, MESITA | Mission 05, Matatan, Matatan - Remix, TURRA, REI | Mission 01, EIA, De Lao A Lao: Turreo Sessions #5 - Remix, Uno Mas Uno - Original, Relación Rota, Si Me Tomo Una Cerveza - Remix, Hoy Se Chicha - Remix, Flow anti dea - Remix, Reloj - Remix, Fabuloso - Remix",cumbia 420
Måneskin,3006014,"Beggin', I WANNA BE YOUR SLAVE, ZITTI E BUONI, SUPERMODEL, MAMMAMIA, CORALINE, Torna a casa, Morirò da Re","indie rock italiano, italian pop, pop"
La Pantera,1536432,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",rap canario
Abhir Hathi,1536432,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",urbano espanol
Bejo,1536432,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","rap canario, spanish hip hop, urbano espanol"
Cruz Cafuné,1536432,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","rap canario, spanish hip hop, urbano espanol"
Mora,7531836,"512, Volando - Remix, TUS LÁGRIMAS, Toa la Vida, Toa la Vida, Amor Bipolar, LA INOCENTE, 3 de La Mañana, Cuando Sera, Una Vez","trap latino, urbano latino"
El Alfa,3078089,"BEBÉ, BEBÉ, FULANITO","dembow, rap dominicano, reggaeton, trap latino, urbano latino"
Billie Eilish,13062642,"Happier Than Ever, Your Power, Lost Cause, NDA, Therefore I Am, Happier Than Ever - Edit, NDA, Getting Older, Oxytocin, Bored, Billie Bossa Nova, Lost Cause, I Didn't Change My Number, Your Power, Male Fantasy, Lo Vas A Olvidar (with ROSALÍA), Halley's Comet, Therefore I Am, my future, GOLDWING, bad guy, lovely (with Khalid), OverHeated, Everybody Dies, Not My Responsibility, when the party's over, everything i wanted, No Time To Die","art pop, electropop, pop"
Kanye West,22825648,"Hurricane, Jail, Off The Grid, Praise God, Moon, Believe What I Say, Jonah, God Breathed, Heaven and Hell, Ok Ok, True Love, No Child Left Behind, 24, Junya, Remote Control, Pure Souls, Donda, Eazy, Keep My Spirit Alive, Jesus Lord, New Again, Hurricane, Lord I Need You, Come to Life, Donda Chant, Jail pt 2, Hot Shit (feat. Ye & Lil Durk), Praise God, Tell The Vision, Tell The Vision (feat. Kanye West & Pusha T), Ok Ok pt 2, City of Gods, Junya pt 2, Jesus Lord pt 2, Moon, Ni**as In Paris, Stronger, Heartless, Bound 2","chicago rap, hip hop, rap"
C.R.O,1868773,"INTERESTELAR, Lambo - Remix","trap argentino, trap triste"
Sech,12152203,"Volando - Remix, 911, 911, Una Nota, TUS LÁGRIMAS, 911 - Remix, Relación - Remix, Sal y Perrea, Se Le Ve, PSL, Sal y Perrea - Remix, La Luz, Borracho, Wao, PARA SIEMPRE, Desde Mis Ojos - Remix, Relación, Sigues Con El","panamanian pop, reggaeton, trap latino, urbano latino"
Maluma,7357818,"Hawái, Sobrio, Parce (feat. Justin Quiles), La Botella, Agua de Jamaica, Aloha, Más De La Una, Nos Comemos Vivos, Cositas de la USA, Más De La Una, Perfecta, Imposible Amor, Amor en Coma, IMPOSIBLE - REMIX, Djadja (feat. Maluma) - Remix, Madrid (feat. Myke Towers)","latin pop, reggaeton, reggaeton colombiano, urbano latino"
Luck Ra,4734511,"Te Mentiría Remix, Te Mentiria, Te Mentiría, Lado Triste - Remix, Que Casualidad, No Es Así, Bonita, Star, Odio Amarte","trap argentino, trap triste"
Crissin,3695086,"Poblado - Remix, Poblado, Poblado - Remix, Poblado","reggaeton colombiano, urbano latino"
Totoy El Frio,3695086,"Poblado - Remix, Poblado, Poblado - Remix, Poblado","reggaeton colombiano, urbano latino"
Natan & Shander,3695086,"Poblado - Remix, Poblado, Poblado - Remix, Poblado","reggaeton colombiano, urbano latino"
Brenda Lee,1848095,"Rockin' Around The Christmas Tree, Rockin' Around the Christmas Tree","adult standards, easy listening, lounge, rockabilly"
El Reja,3372017,"Bésame, Bonita, Se Picó, Sabado Picado, Tal Vez (Remix), Me Vas a Ver, Bésame - Remix","cumbia pop, cumbia villera"
Lira,1600986,"Bésame, Bésame - Remix","mexican rock, rock urbano mexicano"
Kendrick Lamar,14515381,"N95, Die Hard, United In Grief, Father Time (feat. Sampha), Rich Spirit, Worldwide Steppers, Count Me Out, We Cry Together, Purple Hearts, Silent Hill, Savior, The Heart Part 5, family ties (with Kendrick Lamar), Rich - Interlude, family ties (with Kendrick Lamar), Mr. Morale, Die Hard, N95, Crown, Auntie Diaries, Mirror, Savior - Interlude, Mother I Sober (feat. Beth Gibbons of Portishead), Money Trees, HUMBLE., Collard Greens","conscious hip hop, hip hop, rap, west coast rap"
Ariana Grande,7848320,"Santa Tell Me, Save Your Tears (with Ariana Grande) (Remix), positions, 34+35, test drive, Met Him Last Night (feat. Ariana Grande), I Don't Do Drugs (feat. Ariana Grande), Santa, Can’t You Hear Me, 34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix, Save Your Tears (Remix) (with Ariana Grande) - Bonus Track, Rain On Me (with Ariana Grande), Stuck with U (with Justin Bieber), Last Christmas, 34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix, motive (with Doja Cat), Oh Santa! (feat. Ariana Grande & Jennifer Hudson), Santa Baby",pop
Evaluna Montaner,2836334,"Índigo, Machu Picchu, Por Primera Vez, Machu Picchu","latin viral pop, pop venezolano"
Guaynaa,2139372,"Chica Ideal, Se Te Nota (with Guaynaa)","reggaeton, reggaeton flow, urbano latino"
Nathy Peluso,5483976,"Nathy Peluso: Bzrp Music Sessions, Vol. 36, VIVIR ASÍ ES MORIR DE AMOR, ARGENTINA, DELITO, Ateo, Pa Mis Muchachas (feat. Nathy Peluso), MAFIOSA, BUENOS AIRES","r&b en espanol, rap latina"
Ptazeta,1581207,"Ptazeta: Bzrp Music Sessions, Vol. 45, Trakatá",rap canario
Mesita,3318632,"BLUNTED 5 - Remix, MESITA | Mission 05, Ella Es Mi Bitch, BLUNTED 5 - Remix, MESITA | DJ TAO Turreo Sessions #3",rap uruguayo
Emanero,1352075,BANDIDO,"argentine hip hop, rap conciencia, rap underground argentino"
Estani,1352075,BANDIDO,"trap argentino, trap triste"
Masked Wolf,3277387,"Astronaut In The Ocean, Astronaut In The Ocean, Astronaut In The Ocean, Astronaut In The Ocean",australian hip hop
GAYLE,1395789,"abcdefu, abcdefu (angrier)",modern alternative pop
Future,5265539,"Way 2 Sexy (with Future & Young Thug), N 2 Deep, WAIT FOR U (feat. Drake & Tems), pushin P (feat. Young Thug), pushin P (feat. Young Thug), PUFFIN ON ZOOTIEZ, I'M ON ONE (feat. Drake), Number 2 (feat. Future & 21 Savage), Life Is Good (feat. Drake), 712PM","atl hip hop, hip hop, rap, southern hip hop, trap"
Young Thug,4646429,"Way 2 Sexy (with Future & Young Thug), pushin P (feat. Young Thug), Potion (with Dua Lipa & Young Thug), Solid (feat. Drake), pushin P (feat. Young Thug), Go Crazy, Bubbly (with Drake & Travis Scott), Bad Boy (with Young Thug), Livin It Up (with Post Malone & A$AP Rocky), Better Believe, Diamonds Dancing (feat. Travis Scott)","atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
Lizzo,2034219,"About Damn Time, Rumors (feat. Cardi B)","escape room, minnesota hip hop, pop, trap queen"
El Mas Ladron,2335801,"Pistola Remix, Pistola",cumbia 420
Damas Gratis,3918286,"Pistola Remix, Perrito Malvado, Que a Pasao - Remix, Me Vas a Extrañar - En Vivo, No Te Creas Tan Importante - En Vivo","cumbia 420, cumbia villera"
21 Savage,4545543,"Jimmy Cooks (feat. 21 Savage), Knife Talk (with 21 Savage ft. Project Pat), m y . l i f e (with 21 Savage & Morray), Cash In Cash Out, Bout A Million (feat. 42 Dugg & 21 Savage), Number 2 (feat. Future & 21 Savage), rockstar (feat. 21 Savage)","atl hip hop, hip hop, rap, trap"
Selena Gomez,3538437,"Baila Conmigo (with Rauw Alejandro), Baila Conmigo (with Rauw Alejandro), Dámelo To’ (feat. Myke Towers), Let Somebody Go, 999 (with Camilo), Selfish Love (with Selena Gomez)","pop, post-teen pop"
Lali,1627996,"N5, Disciplina","argentine telepop, pop argentino"
Blessd,1688494,"Medallo, Dos Problemas (feat. Big Soto) - Remix, IMPOSIBLE - REMIX","reggaeton, urbano latino"
Lenny Tavárez,6889379,"Medallo, Parce (feat. Justin Quiles), En Tu Cuerpo - Remix, Ella - Remix, Se Le Ve, Ella - Remix, Nena Maldición (feat. Lenny Tavárez), Hola - Remix, Nena Maldición (feat. Lenny Tavárez), FVCKBOI, Toda Remix - Remix, Me Enamora, Elegí (feat. Dímelo Flow), Me Enamora, La Forma en Que Me Miras, Mírame - Remix","reggaeton, trap argentino, trap latino, urbano latino"
